AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 4,All,2021-22,51,6.6,6.3,9.7,13.5,12,"1,458","1,234","2,054","15,176",> 100%
Region,Region 4,All,2021-22,52,6.7,6.3,10.7,15,36,"1,669","1,528","2,385","15,870",> 100%
Region,Region 4,All,2021-22,1,6.7,6.4,13.3,19.7,43,"2,182","2,385","3,306","16,742",> 100%
Region,Region 4,All,2021-22,2,6.8,6.5,15.1,23.8,34,"2,760","3,561","4,426","18,560",> 100%
Region,Region 4,All,2021-22,3,6.8,6.5,16.4,27.1,29,"3,065","4,291","5,111","18,870",> 100%
Region,Region 4,All,2021-22,4,6.9,6.5,17.8,29.2,18,"3,515","4,904","5,801","19,891",> 100%
Region,Region 4,All,2021-22,5,6.9,6.6,16.8,28.2,20,"3,207","4,661","5,423","19,209",> 100%
Region,Region 4,All,2021-22,6,6.9,6.6,15.6,26.4,19,"2,807","4,063","4,777","18,113",> 100%
Region,Region 4,All,2021-22,7,6.9,6.6,14.2,23,14,"2,392","3,153","3,883","16,897",> 100%
Region,Region 4,All,2021-22,8,6.9,6.6,12.4,19.3,17,"1,890","2,257","2,971","15,415",> 100%
Region,Region 4,All,2021-22,9,6.9,6.6,11,16.3,9,"1,632","1,692","2,433","14,945",> 100%
Region,Region 4,All,2021-22,10,6.9,6.5,8.9,13.4,9,"1,268","1,206","1,915","14,343",> 100%
Region,Region 4,All,2021-22,11,6.8,6.5,8.1,11.2,10,"1,109",823,"1,541","13,818",> 100%
Region,Region 4,All,2021-22,12,6.8,6.4,7.4,10.1,13,976,644,"1,345","13,336",> 100%
Region,Region 4,All,2021-22,13,6.7,6.4,6.8,8.9,17,896,482,"1,199","13,462",> 100%
Region,Region 4,All,2021-22,14,6.6,6.3,5.8,7.8,13,750,383,"1,022","13,185",> 100%
Region,Region 4,All,2021-22,15,6.6,6.2,6.3,8,15,812,343,"1,052","13,167",> 100%
Region,Region 4,All,2021-22,16,6.5,6.1,6,7.4,16,768,301,970,"13,072",> 100%
Region,Region 4,All,2021-22,17,6.4,6,5.6,7.2,17,730,302,950,"13,258",> 100%
Region,Region 4,All,2021-22,18,6.3,5.9,5.9,7.3,11,755,273,949,"13,059",> 100%
Region,Region 4,All,2021-22,19,6.2,5.9,6.3,7.7,15,809,294,"1,013","13,083",> 100%
Region,Region 4,All,2021-22,20,6.1,5.8,5.8,7.5,15,766,318,"1,006","13,356",> 100%
Region,Region 4,All,2021-22,21,6,5.7,6,7.8,13,774,382,"1,024","13,126",> 100%
Region,Region 4,All,2021-22,22,5.9,5.6,6.6,8.6,15,857,423,"1,143","13,291",> 100%
Region,Region 4,All,2021-22,23,5.8,5.5,6.6,8.7,25,881,466,"1,195","13,769",> 100%
Region,Region 4,All,2021-22,24,5.7,5.4,6.8,9.2,19,899,549,"1,249","13,538",> 100%
Region,Region 4,All,2021-22,25,5.6,5.3,6.7,9.6,10,900,639,"1,309","13,626",> 100%
Region,Region 4,All,2021-22,26,5.6,5.2,6.5,9.6,12,865,647,"1,290","13,427",> 100%
Region,Region 4,All,2021-22,27,5.5,5.2,7,10.3,13,939,723,"1,398","13,600",> 100%
Region,Region 4,All,2021-22,28,5.5,5.1,6.9,10.8,4,919,816,"1,449","13,443",> 100%
Region,Region 4,All,2021-22,29,5.4,5.1,7.2,11.5,10,992,921,"1,597","13,923",> 100%
Region,Region 4,All,2021-22,30,5.4,5,7.2,11.5,7,974,904,"1,568","13,651",> 100%
Region,Region 4,All,2021-22,31,5.3,5,7.5,11.6,5,"1,045",938,"1,633","14,021",> 100%
Region,Region 4,All,2021-22,32,5.3,5,7.5,11.7,7,"1,022",928,"1,608","13,690",> 100%
Region,Region 4,All,2021-22,33,5.3,5,7.4,11.4,7,"1,003",925,"1,560","13,697",> 100%
Region,Region 4,All,2021-22,34,5.3,5,7.3,11.3,3,"1,000",870,"1,551","13,746",> 100%
Region,Region 4,All,2021-22,35,5.4,5,6.5,10.3,5,889,796,"1,401","13,650",> 100%
Region,Region 4,All,2021-22,36,5.4,5.1,6.7,10.3,5,918,754,"1,414","13,699",> 100%
Region,Region 4,All,2021-22,37,5.4,5.1,6.9,9.9,7,930,669,"1,355","13,636",> 100%
Region,Region 4,All,2021-22,38,5.5,5.1,6.4,9.7,4,876,681,"1,329","13,751",> 100%
Region,Region 4,All,2021-22,39,5.5,5.2,6.3,8.9,6,849,561,"1,209","13,534",> 100%
Region,Region 5,All,2021-22,40,5.6,5.2,13,18.8,2,"1,510","1,712","2,194","11,652",> 100%
Region,Region 5,All,2021-22,41,5.7,5.3,12.6,19,1,"1,443","1,729","2,174","11,450",> 100%
Region,Region 5,All,2021-22,42,5.8,5.3,13.1,18.5,0,"1,541","1,689","2,183","11,803",> 100%
Region,Region 5,All,2021-22,43,5.9,5.4,12.2,17.6,3,"1,445","1,578","2,088","11,871",> 100%
Region,Region 5,All,2021-22,44,6,5.5,11.2,16.6,1,"1,339","1,478","1,975","11,916",> 100%
Region,Region 5,All,2021-22,45,6.1,5.6,12,17.7,2,"1,461","1,629","2,166","12,235",> 100%
Region,Region 5,All,2021-22,46,6.2,5.7,12.8,19.6,4,"1,576","1,881","2,429","12,390",> 100%
Region,Region 5,All,2021-22,47,6.3,5.8,13.9,22,3,"1,826","2,326","2,884","13,131",> 100%
Region,Region 5,All,2021-22,48,6.4,5.9,15.2,23.6,4,"2,037","2,653","3,173","13,422",> 100%
Region,Region 5,All,2021-22,49,6.5,6,16.6,25.9,11,"2,319","3,084","3,642","14,046",> 100%
Region,Region 5,All,2021-22,50,6.6,6.1,17.8,27.4,10,"2,484","3,312","3,845","14,024",> 100%
Region,Region 5,All,2021-22,51,6.6,6.2,17.9,28,14,"2,476","3,294","3,902","13,944",> 100%
Region,Region 5,All,2021-22,52,6.7,6.3,17.9,28.1,30,"2,496","3,348","3,967","14,104",> 100%
Region,Region 5,All,2021-22,1,6.8,6.4,18.6,29.6,32,"2,750","3,796","4,443","14,995",> 100%
Region,Region 5,All,2021-22,2,6.9,6.5,18.2,30.2,23,"2,784","4,057","4,653","15,413",> 100%
Region,Region 5,All,2021-22,3,6.9,6.5,18.1,31.1,32,"2,649","3,984","4,591","14,781",> 100%
Region,Region 5,All,2021-22,4,7,6.6,16.4,28.1,20,"2,300","3,475","3,968","14,125",> 100%
Region,Region 5,All,2021-22,5,7,6.6,14.7,24.8,18,"1,923","2,734","3,270","13,192",> 100%
Region,Region 5,All,2021-22,6,7.1,6.6,13,21.2,14,"1,627","2,181","2,680","12,634",> 100%
Region,Region 5,All,2021-22,7,7.1,6.6,11.6,18.7,18,"1,343","1,720","2,190","11,734",> 100%
Region,Region 5,All,2021-22,8,7.1,6.7,9.3,15,10,"1,036","1,211","1,681","11,211",> 100%
Region,Region 5,All,2021-22,9,7.1,6.6,8.1,12.4,13,838,839,"1,307","10,565",> 100%
Region,Region 5,All,2021-22,10,7.1,6.6,7,10.8,11,718,678,"1,127","10,446",> 100%
Region,Region 5,All,2021-22,11,7,6.6,6.4,9,8,661,472,937,"10,377",> 100%
Region,Region 5,All,2021-22,12,7,6.5,5.9,8.4,15,564,374,818,"9,790",> 100%
Region,Region 5,All,2021-22,13,6.9,6.5,5.5,7.6,13,538,317,752,"9,935",> 100%
Region,Region 5,All,2021-22,14,6.9,6.4,5.2,6.8,16,489,246,664,"9,767",> 100%
Region,Region 5,All,2021-22,15,6.8,6.4,5.6,7.2,17,530,227,702,"9,818",> 100%
Region,Region 5,All,2021-22,16,6.7,6.3,5.6,7.3,15,534,239,711,"9,721",> 100%
Region,Region 5,All,2021-22,17,6.6,6.2,5.6,7.2,16,531,233,706,"9,760",> 100%
Region,Region 5,All,2021-22,18,6.5,6.1,5.6,7.4,15,542,264,737,"9,918",> 100%
Region,Region 5,All,2021-22,19,6.4,6,5.4,7.3,18,511,286,717,"9,833",> 100%
Region,Region 5,All,2021-22,20,6.3,5.9,6.1,8.5,13,581,311,820,"9,685",> 100%
Region,Region 5,All,2021-22,21,6.2,5.8,5.9,8.6,11,558,374,826,"9,597",> 100%
Region,Region 5,All,2021-22,22,6.1,5.7,5.6,8.1,9,536,342,779,"9,675",> 100%
Region,Region 5,All,2021-22,23,6,5.6,5.7,8.3,4,546,353,796,"9,629",> 100%
Region,Region 5,All,2021-22,24,5.9,5.5,5.5,8.1,4,530,371,781,"9,641",> 100%
Region,Region 5,All,2021-22,25,5.9,5.4,5.3,7.9,3,521,348,776,"9,876",> 100%
Region,Region 5,All,2021-22,26,5.8,5.3,5,7.3,5,487,328,719,"9,838",> 100%
Region,Region 5,All,2021-22,27,5.7,5.3,5.5,7.9,0,529,347,761,"9,643",> 100%
Region,Region 5,All,2021-22,28,5.6,5.2,5.5,8.4,1,539,407,825,"9,779",> 100%
Region,Region 5,All,2021-22,29,5.6,5.1,5.7,8.6,3,553,421,841,"9,811",> 100%
Region,Region 5,All,2021-22,30,5.5,5.1,5.7,8.8,1,563,442,871,"9,878",> 100%
Region,Region 5,All,2021-22,31,5.5,5,5.7,8.9,0,563,475,889,"9,934",> 100%
Region,Region 5,All,2021-22,32,5.5,5,5.5,8.9,1,540,476,871,"9,774",> 100%
Region,Region 5,All,2021-22,33,5.4,5,5.4,8.6,3,520,465,838,"9,740",> 100%
Region,Region 5,All,2021-22,34,5.4,5,5.7,9.3,4,556,534,918,"9,885",> 100%
Region,Region 5,All,2021-22,35,5.4,5,5.6,8.8,3,554,471,875,"9,955",> 100%
Region,Region 5,All,2021-22,36,5.5,5,5.7,9,1,561,488,880,"9,804",> 100%
Region,Region 5,All,2021-22,37,5.5,5.1,5.3,8.2,0,518,420,808,"9,806",> 100%
Region,Region 5,All,2021-22,38,5.5,5.1,5.7,8.8,3,562,457,873,"9,898",> 100%
Region,Region 5,All,2021-22,39,5.6,5.2,5.7,8.7,3,575,443,877,"10,076",> 100%
Region,Region 6,All,2021-22,40,6,5.5,16.9,24.9,6,"1,496","1,836","2,214","8,894",> 100%
Region,Region 6,All,2021-22,41,6.1,5.6,15.1,22.1,2,"1,273","1,518","1,873","8,460",> 100%
Region,Region 6,All,2021-22,42,6.2,5.7,13.5,19.3,5,"1,102","1,239","1,581","8,211",> 100%
Region,Region 6,All,2021-22,43,6.3,5.8,12.2,16.8,3,968,995,"1,339","7,947",> 100%
Region,Region 6,All,2021-22,44,6.4,5.9,10.5,15.2,1,841,866,"1,220","8,038",> 100%
Region,Region 6,All,2021-22,45,6.5,6.1,10.2,14.6,6,805,780,"1,153","7,917",> 100%
Region,Region 6,All,2021-22,46,6.6,6.2,10.7,14.7,2,850,766,"1,171","7,982",> 100%
Region,Region 6,All,2021-22,47,6.7,6.3,10.4,14.4,2,815,757,"1,130","7,830",> 100%
Region,Region 6,All,2021-22,48,6.9,6.4,11.3,15.8,5,926,880,"1,303","8,234",> 100%
Region,Region 6,All,2021-22,49,7,6.5,12.2,16.5,13,"1,004",925,"1,383","8,359",> 100%
Region,Region 6,All,2021-22,50,7.1,6.6,12.7,17,12,"1,018",922,"1,384","8,118",> 100%
Region,Region 6,All,2021-22,51,7.2,6.7,12.2,16.5,18,986,901,"1,363","8,252",> 100%
Region,Region 6,All,2021-22,52,7.3,6.8,13.2,18.7,25,"1,092","1,107","1,579","8,460",> 100%
Region,Region 6,All,2021-22,1,7.3,6.9,13.9,20.8,18,"1,266","1,431","1,918","9,229",> 100%
Region,Region 6,All,2021-22,2,7.4,7,16.2,25.5,19,"1,603","2,073","2,563","10,033",> 100%
Region,Region 6,All,2021-22,3,7.5,7,17.6,30.1,27,"1,883","2,799","3,263","10,856",> 100%
Region,Region 6,All,2021-22,4,7.5,7.1,18.2,31.3,15,"2,012","3,044","3,490","11,142",> 100%
Region,Region 6,All,2021-22,5,7.6,7.1,19.6,31.2,13,"2,074","2,851","3,323","10,653",> 100%
Region,Region 6,All,2021-22,6,7.6,7.1,17.2,28.2,14,"1,742","2,511","2,877","10,205",> 100%
Region,Region 6,All,2021-22,7,7.6,7.1,15.3,23.5,7,"1,407","1,791","2,169","9,212",> 100%
Region,Region 6,All,2021-22,8,7.6,7.1,13.5,20.4,9,"1,124","1,314","1,720","8,414",> 100%
Region,Region 6,All,2021-22,9,7.6,7.1,10.9,16.1,13,897,925,"1,338","8,328",> 100%
Region,Region 6,All,2021-22,10,7.5,7.1,9.3,13,14,687,608,985,"7,574",> 100%
Region,Region 6,All,2021-22,11,7.5,7,8.1,11.1,21,592,455,835,"7,552",> 100%
Region,Region 6,All,2021-22,12,7.4,7,7.9,10.5,15,570,376,776,"7,419",> 100%
Region,Region 6,All,2021-22,13,7.3,6.9,7,9.2,17,480,272,657,"7,115",> 100%
Region,Region 6,All,2021-22,14,7.3,6.8,6.4,8.1,19,435,203,575,"7,104",> 100%
Region,Region 6,All,2021-22,15,7.2,6.7,6.3,7.8,14,432,190,558,"7,123",> 100%
Region,Region 6,All,2021-22,16,7.1,6.6,6.2,7.5,12,408,149,513,"6,801",> 100%
Region,Region 6,All,2021-22,17,7,6.5,5.6,6.8,8,377,142,462,"6,842",> 100%
Region,Region 6,All,2021-22,18,6.9,6.4,5.7,6.9,11,389,130,480,"6,971",> 100%
Region,Region 6,All,2021-22,19,6.7,6.3,5.7,6.9,6,395,133,485,"7,059",> 100%
Region,Region 6,All,2021-22,20,6.6,6.2,6,7.1,7,408,119,492,"6,933",> 100%
Region,Region 6,All,2021-22,21,6.5,6.1,5.6,6.8,8,366,131,457,"6,729",> 100%
Region,Region 6,All,2021-22,22,6.4,5.9,5.8,7.1,7,388,147,490,"6,858",> 100%
Region,Region 6,All,2021-22,23,6.3,5.8,5.6,7.2,3,397,166,512,"7,091",> 100%
Region,Region 6,All,2021-22,24,6.2,5.7,5.8,7.7,5,409,202,549,"7,087",> 100%
Region,Region 6,All,2021-22,25,6.1,5.6,5.8,7.7,3,408,229,544,"7,095",> 100%
Region,Region 6,All,2021-22,26,6,5.5,6.5,8.5,6,444,251,590,"6,971",> 100%
Region,Region 6,All,2021-22,27,5.9,5.5,6.5,9,2,470,312,660,"7,309",> 100%
Region,Region 6,All,2021-22,28,5.8,5.4,6.4,9.7,2,467,387,717,"7,378",> 100%
Region,Region 6,All,2021-22,29,5.8,5.3,6.3,9.8,1,474,404,734,"7,524",> 100%
Region,Region 6,All,2021-22,30,5.7,5.3,7.1,11.4,2,522,512,842,"7,402",> 100%
Region,Region 6,All,2021-22,31,5.7,5.2,6.2,10.5,4,437,457,746,"7,106",> 100%
Region,Region 6,All,2021-22,32,5.7,5.2,7,10.5,2,515,446,778,"7,436",> 100%
Region,Region 6,All,2021-22,33,5.7,5.2,7.4,10.9,2,521,413,768,"7,070",> 100%
Region,Region 6,All,2021-22,34,5.7,5.2,6.5,10.1,3,459,405,719,"7,099",> 100%
Region,Region 6,All,2021-22,35,5.7,5.2,6.1,9.1,2,424,348,639,"7,013",> 100%
Region,Region 6,All,2021-22,36,5.7,5.3,6.4,9.4,4,449,329,658,"7,035",> 100%
Region,Region 6,All,2021-22,37,5.8,5.3,6.1,8.7,4,432,291,625,"7,170",> 100%
Region,Region 6,All,2021-22,38,5.8,5.4,6.4,9,2,451,295,641,"7,099",> 100%
Region,Region 6,All,2021-22,39,5.9,5.5,6.3,8.8,7,431,280,611,"6,935",> 100%
Region,Region 7,All,2021-22,40,6,5.4,11.4,17.2,3,347,412,528,"3,067",> 100%
Region,Region 7,All,2021-22,41,6.1,5.5,11.6,17.6,1,363,410,552,"3,142",> 100%
Region,Region 7,All,2021-22,42,6.2,5.6,9.6,15.4,0,303,364,486,"3,166",> 100%
Region,Region 7,All,2021-22,43,6.4,5.7,10.1,14.9,1,319,338,473,"3,170",> 100%
Region,Region 7,All,2021-22,44,6.5,5.8,10.4,15.6,0,320,341,482,"3,081",> 100%
Region,Region 7,All,2021-22,45,6.6,5.9,9.1,14,1,295,308,453,"3,236",> 100%
Region,Region 7,All,2021-22,46,6.7,6.1,10.6,16.6,0,343,393,535,"3,227",> 100%
Region,Region 7,All,2021-22,47,6.9,6.2,10.7,16.6,1,349,383,543,"3,270",> 100%
Region,Region 7,All,2021-22,48,7,6.3,12.6,18.6,2,412,448,613,"3,294",> 100%
Region,Region 7,All,2021-22,49,7.1,6.4,13.8,20.3,2,485,547,716,"3,535",> 100%
Region,Region 7,All,2021-22,50,7.2,6.6,13.9,22.1,4,485,618,778,"3,516",> 100%
Region,Region 7,All,2021-22,51,7.3,6.7,14,22,7,502,625,799,"3,628",> 100%
Region,Region 7,All,2021-22,52,7.4,6.8,14,23.3,9,500,679,845,"3,627",> 100%
Region,Region 7,All,2021-22,1,7.5,6.9,15.3,25.1,15,590,800,991,"3,956",> 100%
Region,Region 7,All,2021-22,2,7.6,7,16.3,28.2,16,662,974,"1,170","4,149",> 100%
Region,Region 7,All,2021-22,3,7.7,7,16.9,28.9,16,656,979,"1,153","3,983",> 100%
Region,Region 7,All,2021-22,4,7.7,7.1,14.5,27.6,13,573,960,"1,116","4,041",> 100%
Region,Region 7,All,2021-22,5,7.8,7.1,15.1,26.9,11,570,878,"1,035","3,842",> 100%
Region,Region 7,All,2021-22,6,7.8,7.1,14.1,23.9,12,503,708,874,"3,652",> 100%
Region,Region 7,All,2021-22,7,7.8,7.2,13.1,21.7,7,433,576,731,"3,367",> 100%
Region,Region 7,All,2021-22,8,7.8,7.2,10.7,16.2,8,331,339,510,"3,156",> 100%
Region,Region 7,All,2021-22,9,7.8,7.1,9.2,13.8,8,283,283,437,"3,168",> 100%
Region,Region 7,All,2021-22,10,7.8,7.1,7.5,11.4,9,212,217,335,"2,941",> 100%
Region,Region 7,All,2021-22,11,7.7,7.1,6.8,9.2,7,189,122,266,"2,898",> 100%
Region,Region 7,All,2021-22,12,7.7,7,7.1,9.3,7,190,119,259,"2,785",> 100%
Region,Region 7,All,2021-22,13,7.6,6.9,6.8,8.5,7,173,87,227,"2,664",> 100%
Region,Region 7,All,2021-22,14,7.5,6.8,5.5,7.5,9,140,79,205,"2,725",> 100%
Region,Region 7,All,2021-22,15,7.4,6.7,5.8,7.1,5,158,48,198,"2,806",> 100%
Region,Region 7,All,2021-22,16,7.3,6.6,5.8,6.8,8,149,50,185,"2,712",> 100%
Region,Region 7,All,2021-22,17,7.2,6.5,5.7,6.7,7,142,43,175,"2,630",> 100%
Region,Region 7,All,2021-22,18,7.1,6.4,4.6,6.2,0,128,61,170,"2,761",> 100%
Region,Region 7,All,2021-22,19,6.9,6.3,4.9,6.4,3,134,50,179,"2,796",> 100%
Region,Region 7,All,2021-22,20,6.8,6.1,6.5,7.9,4,167,54,208,"2,643",> 100%
Region,Region 7,All,2021-22,21,6.7,6,5.3,6.6,3,138,66,176,"2,658",> 100%
Region,Region 7,All,2021-22,22,6.5,5.9,5.5,7.4,0,156,72,210,"2,821",> 100%
Region,Region 7,All,2021-22,23,6.4,5.8,5.3,7.3,0,142,74,196,"2,689",> 100%
Region,Region 7,All,2021-22,24,6.3,5.6,5.5,6.9,5,143,54,185,"2,688",> 100%
Region,Region 7,All,2021-22,25,6.2,5.5,4.8,7.1,0,136,86,201,"2,820",> 100%
Region,Region 7,All,2021-22,26,6.1,5.4,5.9,8.4,3,152,103,222,"2,645",> 100%
Region,Region 7,All,2021-22,27,6,5.3,5.4,8.3,3,143,108,226,"2,710",> 100%
Region,Region 7,All,2021-22,28,5.9,5.3,5.5,8.9,1,149,127,245,"2,738",> 100%
Region,Region 7,All,2021-22,29,5.9,5.2,5.8,9,1,161,130,249,"2,773",> 100%
Region,Region 7,All,2021-22,30,5.8,5.1,5.5,9.5,2,146,148,255,"2,672",> 100%
Region,Region 7,All,2021-22,31,5.8,5.1,5.2,9.3,1,144,158,259,"2,775",> 100%
Region,Region 7,All,2021-22,32,5.7,5.1,5.1,8.7,0,137,142,235,"2,694",> 100%
Region,Region 7,All,2021-22,33,5.7,5.1,5.8,9.4,2,158,143,258,"2,754",> 100%
Region,Region 7,All,2021-22,34,5.7,5.1,5.5,8.7,0,149,134,237,"2,730",> 100%
Region,Region 7,All,2021-22,35,5.7,5.1,5.8,9.2,0,156,123,245,"2,672",> 100%
Region,Region 7,All,2021-22,36,5.8,5.1,5.6,8.7,2,153,119,239,"2,748",> 100%
Region,Region 7,All,2021-22,37,5.8,5.2,5.9,8.8,0,164,110,246,"2,792",> 100%
Region,Region 7,All,2021-22,38,5.9,5.2,5.7,8.6,1,156,114,234,"2,732",> 100%
Region,Region 7,All,2021-22,39,6,5.3,4.8,7.7,0,132,111,213,"2,755",> 100%
Region,Region 8,All,2021-22,40,5.7,5,15.4,24.1,1,350,468,551,"2,285",> 100%
Region,Region 8,All,2021-22,41,5.8,5.2,15,23.3,0,361,472,560,"2,401",> 100%
Region,Region 8,All,2021-22,42,6,5.3,15.6,23.3,2,360,450,542,"2,324",> 100%
Region,Region 8,All,2021-22,43,6.1,5.4,17,25.1,0,413,537,611,"2,430",> 100%
Region,Region 8,All,2021-22,44,6.3,5.6,16.3,25.4,0,409,533,636,"2,502",> 100%
Region,Region 8,All,2021-22,45,6.4,5.7,18.2,27.3,0,435,551,653,"2,391",> 100%
Region,Region 8,All,2021-22,46,6.6,5.9,17.3,25.9,0,419,533,627,"2,423",> 100%
Region,Region 8,All,2021-22,47,6.7,6.1,16.1,24.7,2,381,494,590,"2,385",> 100%
Region,Region 8,All,2021-22,48,6.9,6.2,17.1,25.6,2,415,516,623,"2,435",> 100%
Region,Region 8,All,2021-22,49,7,6.4,16,23.8,1,388,484,578,"2,424",> 100%
Region,Region 8,All,2021-22,50,7.2,6.5,15.8,22.5,2,368,439,528,"2,343",> 100%
Region,Region 8,All,2021-22,51,7.3,6.6,13.8,19.6,7,309,356,447,"2,283",> 100%
Region,Region 8,All,2021-22,52,7.4,6.7,12.6,18.5,9,282,326,428,"2,308",> 100%
Region,Region 8,All,2021-22,1,7.5,6.8,13.4,20.2,10,324,374,503,"2,488",> 100%
Region,Region 8,All,2021-22,2,7.6,6.9,13.5,22.1,17,314,441,541,"2,445",> 100%
Region,Region 8,All,2021-22,3,7.7,7,15,24.7,12,360,497,614,"2,486",> 100%
Region,Region 8,All,2021-22,4,7.7,7.1,14.8,25.1,4,361,510,619,"2,469",> 100%
Region,Region 8,All,2021-22,5,7.8,7.1,14,24.7,5,332,505,594,"2,406",> 100%
Region,Region 8,All,2021-22,6,7.8,7.1,14.6,23.5,3,322,433,522,"2,219",> 100%
Region,Region 8,All,2021-22,7,7.8,7.1,12.2,18.6,3,258,305,398,"2,143",> 100%
Region,Region 8,All,2021-22,8,7.8,7.1,11.5,17.1,5,227,252,347,"2,026",> 100%
Region,Region 8,All,2021-22,9,7.8,7.1,9.5,13.9,4,187,194,279,"2,014",> 100%
Region,Region 8,All,2021-22,10,7.7,7,7.6,11.1,5,144,136,218,"1,966",> 100%
Region,Region 8,All,2021-22,11,7.7,7,6.7,10.3,5,121,108,194,"1,878",> 100%
Region,Region 8,All,2021-22,12,7.6,6.9,5.9,8.5,4,106,70,158,"1,852",> 100%
Region,Region 8,All,2021-22,13,7.5,6.8,5.7,7.5,2,105,57,140,"1,861",> 100%
Region,Region 8,All,2021-22,14,7.4,6.7,5.3,7.2,6,88,48,128,"1,777",> 100%
Region,Region 8,All,2021-22,15,7.2,6.6,6.5,7.4,8,113,31,137,"1,861",> 100%
Region,Region 8,All,2021-22,16,7.1,6.4,5.7,7,12,94,39,132,"1,875",> 100%
Region,Region 8,All,2021-22,17,7,6.3,6.2,8.1,7,107,43,147,"1,825",> 100%
Region,Region 8,All,2021-22,18,6.8,6.1,5.7,7,10,94,32,128,"1,819",> 100%
Region,Region 8,All,2021-22,19,6.7,6,5.9,7,9,99,37,128,"1,824",> 100%
Region,Region 8,All,2021-22,20,6.5,5.8,6.1,8.2,6,113,53,159,"1,940",> 100%
Region,Region 8,All,2021-22,21,6.3,5.7,5.8,7.5,9,101,45,141,"1,882",> 100%
Region,Region 8,All,2021-22,22,6.2,5.5,5.8,9,2,101,73,159,"1,775",> 100%
Region,Region 8,All,2021-22,23,6.1,5.4,5.5,8.6,6,95,72,157,"1,835",> 100%
Region,Region 8,All,2021-22,24,5.9,5.2,6.2,8.8,1,110,70,158,"1,800",> 100%
Region,Region 8,All,2021-22,25,5.8,5.1,6.8,9.7,4,124,83,184,"1,893",> 100%
Region,Region 8,All,2021-22,26,5.7,5,6,8.5,2,108,77,156,"1,844",> 100%
Region,Region 8,All,2021-22,27,5.6,4.9,4.7,7.3,0,87,74,135,"1,854",> 100%
Region,Region 8,All,2021-22,28,5.5,4.8,4.3,8,0,78,82,144,"1,810",> 100%
Region,Region 8,All,2021-22,29,5.4,4.7,6.2,10.1,0,117,107,191,"1,893",> 100%
Region,Region 8,All,2021-22,30,5.3,4.6,6,9.7,1,109,106,177,"1,825",> 100%
Region,Region 8,All,2021-22,31,5.3,4.6,5.4,8.3,2,98,80,154,"1,863",> 100%
Region,Region 8,All,2021-22,32,5.3,4.6,6.2,8.5,0,109,73,150,"1,769",> 100%
Region,Region 8,All,2021-22,33,5.2,4.6,5.3,8.4,0,94,84,149,"1,782",> 100%
Region,Region 8,All,2021-22,34,5.3,4.6,5.3,7.1,0,93,51,125,"1,754",> 100%
Region,Region 8,All,2021-22,35,5.3,4.6,5.9,8.5,0,105,75,152,"1,778",> 100%
Region,Region 8,All,2021-22,36,5.3,4.7,5.7,8.1,0,106,67,150,"1,856",> 100%
Region,Region 8,All,2021-22,37,5.4,4.7,6.4,8.7,0,119,73,163,"1,874",> 100%
Region,Region 8,All,2021-22,38,5.5,4.8,5.5,8.6,3,100,77,161,"1,874",> 100%
Region,Region 8,All,2021-22,39,5.6,4.9,5.1,7.2,1,92,59,131,"1,820",> 100%
Region,Region 9,All,2021-22,40,6.1,5.7,13.9,17.9,1,"1,187","1,122","1,536","8,567",> 100%
Region,Region 9,All,2021-22,41,6.2,5.8,12.6,16.3,2,"1,060",988,"1,376","8,461",> 100%
Region,Region 9,All,2021-22,42,6.3,5.9,12.1,15.7,0,"1,049",951,"1,357","8,664",> 100%
Region,Region 9,All,2021-22,43,6.4,6,12.1,16.1,1,"1,029",968,"1,368","8,492",> 100%
Region,Region 9,All,2021-22,44,6.5,6.1,12.4,16.4,0,"1,054",972,"1,395","8,506",> 100%
Region,Region 9,All,2021-22,45,6.6,6.2,12.8,17.2,2,"1,100","1,059","1,478","8,600",> 100%
Region,Region 9,All,2021-22,46,6.8,6.3,13.1,17.4,0,"1,138","1,084","1,508","8,664",> 100%
Region,Region 9,All,2021-22,47,6.9,6.4,13.2,17.6,0,"1,130","1,068","1,506","8,578",> 100%
Region,Region 9,All,2021-22,48,7,6.6,12.9,17.6,3,"1,130","1,078","1,545","8,787",> 100%
Region,Region 9,All,2021-22,49,7.1,6.7,12.9,17.4,4,"1,161","1,109","1,563","8,997",> 100%
Region,Region 9,All,2021-22,50,7.2,6.8,13.1,17.2,0,"1,210","1,097","1,588","9,252",> 100%
Region,Region 9,All,2021-22,51,7.3,6.9,13.2,17.3,8,"1,239","1,113","1,630","9,440",> 100%
Region,Region 9,All,2021-22,52,7.4,7,13.5,18.1,5,"1,284","1,162","1,723","9,536",> 100%
Region,Region 9,All,2021-22,1,7.5,7.1,13.9,19.9,13,"1,421","1,496","2,050","10,293",> 100%
Region,Region 9,All,2021-22,2,7.6,7.2,15.5,23.8,9,"1,675","2,044","2,579","10,833",> 100%
